<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;60;240307;200000;299.07;299.4;299;299.21;413480
SBER;60;240307;210000;299.2;299.28;299.01;299.27;486330
SBER;60;240307;220000;299.26;299.57;299.25;299.54;1036860
SBER;60;240307;230000;299.53;300.58;299.53;300.4;2619410
SBER;60;240311;100000;300.99;302.95;300.6;302.39;9966010
SBER;60;240311;110000;302.39;302.56;298.88;300.7;10004140
SBER;60;240311;120000;300.69;302.32;299.79;300.96;5598370
SBER;60;240311;130000;300.96;301.84;300.96;301.03;2504770
SBER;60;240311;140000;301.04;301.21;300.8;301.05;1144750
SBER;60;240311;150000;301.05;301.1;300;300.83;3009930
SBER;60;240311;160000;300.82;300.85;300.13;300.45;1418810
SBER;60;240311;170000;300.49;300.49;299.45;300.3;2866310
SBER;60;240311;180000;300.3;300.3;299.8;300.05;1211860
SBER;60;240311;190000;300.05;300.99;300.01;300.76;866510
SBER;60;240311;200000;300.75;300.76;300.16;300.25;285480
SBER;60;240311;210000;300.27;300.45;300.18;300.41;378630
SBER;60;240311;220000;300.44;300.49;300.15;300.16;609430
SBER;60;240311;230000;300.17;300.3;298.5;299.79;1769000
SBER;60;240312;100000;299.54;299.54;297.34;299.33;9987200
SBER;60;240312;110000;299.34;299.75;298.56;299.59;2296570
SBER;60;240312;120000;299.59;299.64;299;299.51;1656830
SBER;60;240312;130000;299.51;300.19;299.5;300.17;2688880
SBER;60;240312;140000;300.19;300.8;300.11;300.49;1676090
SBER;60;240312;150000;300.49;300.5;299.84;300.2;1682940
SBER;60;240312;160000;300.2;300.26;299.61;299.88;1492060
SBER;60;240312;170000;299.87;300.48;299.3;300.11;2308720
SBER;60;240312;180000;300.11;300.87;300.11;300.4;1591600
SBER;60;240312;190000;300.4;300.95;300.22;300.46;708920
SBER;60;240312;200000;300.5;300.54;300.22;300.53;410160
SBER;60;240312;210000;300.52;300.9;300.52;300.89;680600
SBER;60;240312;220000;300.9;301.07;300.84;300.94;1075250
SBER;60;240312;230000;300.94;301;300.76;300.9;323700
SBER;60;240313;100000;301.2;301.49;300.25;300.25;3403770
SBER;60;240313;110000;300.25;300.61;300.03;300.49;1585200
SBER;60;240313;120000;300.48;300.96;299.62;299.83;2583930
SBER;60;240313;130000;299.83;300.04;299.25;300.03;2603350
SBER;60;240313;140000;300.02;300.2;299.25;300;1816790
SBER;60;240313;150000;300;300.13;299.78;299.93;1283830
SBER;60;240313;160000;299.92;299.93;299.31;299.55;2242750
SBER;60;240313;170000;299.55;300;299.37;299.95;2311660
SBER;60;240313;180000;299.98;300.1;299.57;300.1;2550990
SBER;60;240313;190000;299.99;300;299.68;299.88;807310
SBER;60;240313;200000;299.81;299.9;299.61;299.67;248110
SBER;60;240313;210000;299.67;299.69;298.7;298.9;1502000
SBER;60;240313;220000;298.9;299;298.75;298.94;559720
SBER;60;240313;230000;298.94;299;298.85;298.85;480990
SBER;60;240314;100000;298.47;298.7;296.52;296.61;12074200
SBER;60;240314;110000;296.61;297.18;296;297;9052070
SBER;60;240314;120000;297;297.49;296.74;297.35;3422460
SBER;60;240314;130000;297.36;297.48;297;297.01;1481260
SBER;60;240314;140000;297.02;297.4;296.8;297.05;1277480
SBER;60;240314;150000;297.04;297.1;295.14;295.43;5854640
SBER;60;240314;160000;295.37;296.07;295.15;295.65;2438310
SBER;60;240314;170000;295.65;296.84;295.6;296.17;2266040
SBER;60;240314;180000;296.26;296.35;296;296.28;982810
SBER;60;240314;190000;295.9;296.69;295.8;296.51;763240
SBER;60;240314;200000;296.5;296.51;295.9;296.06;855850
SBER;60;240314;210000;296.06;296.23;296;296.06;271030
SBER;60;240314;220000;296.06;296.29;296;296.08;500230
SBER;60;240314;230000;296.08;296.09;295.82;295.83;836630
SBER;60;240315;100000;295.75;297.51;295.29;296.76;4999740
SBER;60;240315;110000;296.76;296.8;296.42;296.77;1337480
SBER;60;240315;120000;296.78;297.48;296.74;297.09;1520810
SBER;60;240315;130000;297.1;297.9;297.05;297.89;1842330
SBER;60;240315;140000;297.85;299.44;297.8;299.16;5309240
SBER;60;240315;150000;299.16;299.44;298.8;298.85;2432380
SBER;60;240315;160000;298.86;299;298.5;298.86;1369240
SBER;60;240315;170000;298.85;299.3;298.61;299.26;1890510
SBER;60;240315;180000;299.27;299.27;298.6;298.6;1661340
SBER;60;240315;190000;298.61;298.93;298.5;298.51;608930
SBER;60;240315;200000;298.51;298.68;298.2;298.61;950310
SBER;60;240315;210000;298.63;298.76;298.45;298.5;497690
SBER;60;240315;220000;298.5;298.58;298.1;298.4;760710
SBER;60;240315;230000;298.39;298.59;298.09;298.3;822040
SBER;60;240318;100000;299.41;299.98;297.63;298.88;6373880
SBER;60;240318;110000;298.86;298.89;298.05;298.33;1626420
SBER;60;240318;120000;298.32;299.3;298.31;298.96;1477310
SBER;60;240318;130000;298.97;299.3;298.89;299.18;938240
SBER;60;240318;140000;299.18;299.83;299.09;299.7;1804630
SBER;60;240318;150000;299.7;299.8;299.33;299.39;1290710
SBER;60;240318;160000;299.39;299.76;299.27;299.46;1056730
SBER;60;240318;170000;299.46;299.95;299.42;299.59;2225960
SBER;60;240318;180000;299.6;299.8;299.04;299.11;1259120
SBER;60;240318;190000;299;299.61;299;299.3;624680
SBER;60;240318;200000;299.3;299.3;298.82;298.94;698720
SBER;60;240318;210000;298.89;299.18;298.89;299.05;350140
SBER;60;240318;220000;299.03;299.2;299.02;299.19;254870
SBER;60;240318;230000;299.19;299.2;298.87;298.87;232540
SBER;60;240319;100000;298.3;299.14;298.1;298.6;3153920
SBER;60;240319;110000;298.6;299.4;298.55;299.28;2263910
SBER;60;240319;120000;299.27;299.3;298.84;298.9;1227650
SBER;60;240319;130000;298.9;299.09;298.71;298.99;858710
SBER;60;240319;140000;298.99;299.09;296.58;297.21;7007000
SBER;60;240319;150000;297.24;297.51;295.51;296.74;16224320
SBER;60;240319;160000;296.74;297.33;296.54;296.63;5157370
SBER;60;240319;170000;296.63;296.92;294.21;294.66;11790910
SBER;60;240319;180000;294.66;295.89;294.61;295.7;5530140
SBER;60;240319;190000;295.69;296.53;295.41;296.15;2570820
SBER;60;240319;200000;296.12;296.33;295.68;295.68;882650
SBER;60;240319;210000;295.69;295.77;295.3;295.38;741990
SBER;60;240319;220000;295.4;295.72;295;295.15;1436570
SBER;60;240319;230000;295.15;295.27;294.99;295.2;800730
SBER;60;240320;100000;295.4;296.68;294.99;296.5;6096540
SBER;60;240320;110000;296.5;296.88;295.83;295.94;4049260
SBER;60;240320;120000;295.94;296.23;295.5;295.8;1919240
SBER;60;240320;130000;295.81;296.15;295.43;295.56;2080950
SBER;60;240320;140000;295.56;295.69;294.3;295.1;4082470
SBER;60;240320;150000;295.1;295.1;293.52;294.7;4164340
SBER;60;240320;160000;294.7;295.87;294.6;295.75;2420720
SBER;60;240320;170000;295.74;295.82;294.49;295.71;1677190
SBER;60;240320;180000;295.71;295.83;295;295;1324810
SBER;60;240320;190000;294.56;295.37;294.56;295.3;726970
SBER;60;240320;200000;295.31;295.48;295.15;295.47;389340
SBER;60;240320;210000;295.47;295.6;295.23;295.43;470080
SBER;60;240320;220000;295.44;295.45;294.9;295.07;725300
SBER;60;240320;230000;295.02;295.64;295.01;295.4;519440
SBER;60;240321;100000;295.95;297.3;295.39;296.8;5314880
SBER;60;240321;110000;296.81;297;296.55;296.88;2172800
SBER;60;240321;120000;296.86;297.12;296.3;296.49;1954000
SBER;60;240321;130000;296.49;296.5;295.87;295.93;2527570
SBER;60;240321;140000;295.93;296.02;294.1;294.49;6930710
SBER;60;240321;150000;294.5;294.6;292.57;293.61;15498780
SBER;60;240321;160000;293.6;293.71;292.29;292.32;9899130
SBER;60;240321;170000;292.33;295.2;291.8;295;12703800
SBER;60;240321;180000;295;296.3;295;295.99;9739460
SBER;60;240321;190000;295.98;296.77;295.43;296.71;1467180
SBER;60;240321;200000;296.71;296.75;295.67;295.99;1137310
SBER;60;240321;210000;295.97;296.1;295.31;295.35;607440
SBER;60;240321;220000;295.33;295.9;295.14;295.84;424360
SBER;60;240321;230000;295.83;295.83;295.61;295.62;204140
SBER;60;240322;100000;295.77;296.6;295.01;296.04;3805000
SBER;60;240322;110000;296.04;296.06;295.26;295.44;2313730
SBER;60;240322;120000;295.44;296.03;295.39;295.85;1469340
SBER;60;240322;130000;295.85;296.79;294.66;296.36;5563040
SBER;60;240322;140000;296.35;296.49;295.74;296.14;2155330
SBER;60;240322;150000;296.15;296.4;295.72;296.2;2268890
SBER;60;240322;160000;296.2;296.26;295.79;295.87;1804160
SBER;60;240322;170000;295.91;295.98;294.5;295.14;3639720
SBER;60;240322;180000;295.12;295.44;294.79;295.44;1134940
SBER;60;240322;190000;295.26;295.32;294.78;295.07;583570
SBER;60;240322;200000;295.07;295.1;292.5;293.03;5041360
SBER;60;240322;210000;293.01;294.5;291.05;292.72;11052780
SBER;60;240322;220000;292.72;293.31;292;292.48;5216040
SBER;60;240322;230000;292.47;293.03;292.01;292.99;2918460
SBER;60;240325;100000;294;294.93;293.23;293.71;5353830
SBER;60;240325;110000;293.72;293.98;293.01;293.21;2550120
SBER;60;240325;120000;293.21;293.21;292.13;292.5;3604330
SBER;60;240325;130000;292.49;293.57;292.2;293.12;2380190
SBER;60;240325;140000;293.12;293.5;293.01;293.38;982450
SBER;60;240325;150000;293.39;293.49;292.6;293.39;1509270
SBER;60;240325;160000;293.39;294.28;293.25;294.14;3121610
SBER;60;240325;170000;294.13;294.77;293.83;294.74;2070450
SBER;60;240325;180000;294.74;294.79;294.16;294.3;1336880
SBER;60;240325;190000;294.1;294.47;293.6;294.2;837630
SBER;60;240325;200000;294.21;294.21;293.64;293.82;395470
SBER;60;240325;210000;293.81;294.2;293.73;294.1;502310
SBER;60;240325;220000;294.12;294.12;293.77;293.95;432190
SBER;60;240325;230000;293.95;293.95;293.65;293.9;373180
SBER;60;240326;100000;294.44;295.82;293.9;295.1;3986340
SBER;60;240326;110000;295.1;295.4;294.51;295.19;1458880
SBER;60;240326;120000;295.18;295.19;294.86;294.87;592430
SBER;60;240326;130000;294.87;295.14;293.6;293.99;2030240
SBER;60;240326;140000;293.99;294.27;293.79;293.8;1513470
SBER;60;240326;150000;293.8;293.99;293.04;293.59;2063840
SBER;60;240326;160000;293.57;293.98;293.27;293.33;743810
SBER;60;240326;170000;293.33;293.73;293.09;293.55;1045750
SBER;60;240326;180000;293.55;293.84;293.15;293.84;1187390
SBER;60;240326;190000;293.9;294.45;293.57;294.04;791840
SBER;60;240326;200000;294.04;294.18;293.9;294.03;254910
SBER;60;240326;210000;294.03;294.06;293.87;294.05;150930
SBER;60;240326;220000;294.05;294.05;293.95;294.02;190620
SBER;60;240326;230000;294;294.2;293.93;294.11;257970
SBER;60;240327;100000;294.45;295.07;294.14;294.71;2762660
SBER;60;240327;110000;294.71;294.95;294.11;294.14;1107300
SBER;60;240327;120000;294.14;294.15;293.7;294.09;1685140
SBER;60;240327;130000;294.08;294.09;293.7;293.7;1043720
SBER;60;240327;140000;293.74;294.26;293.47;293.91;1040090
SBER;60;240327;150000;293.91;294.14;293.65;294.12;565820
SBER;60;240327;160000;294.11;294.4;293.82;294.29;958410
SBER;60;240327;170000;294.28;294.76;294.23;294.47;1817040
SBER;60;240327;180000;294.46;294.93;294.46;294.92;1269640
SBER;60;240327;190000;294.63;294.92;294.5;294.78;751000
SBER;60;240327;200000;294.77;294.87;294.5;294.65;425430
SBER;60;240327;210000;294.65;294.75;294.56;294.71;256290
SBER;60;240327;220000;294.71;294.94;294.67;294.9;317740
SBER;60;240327;230000;294.89;295.11;294.89;295.1;531440
SBER;60;240328;100000;295.51;298.21;295.51;297.5;10019240
SBER;60;240328;110000;297.51;298.06;296.91;297.94;3082750
SBER;60;240328;120000;297.94;299.3;297.71;298.39;6536590
SBER;60;240328;130000;298.39;298.4;297.25;297.9;2853320
SBER;60;240328;140000;297.94;298.5;297.62;298.16;1279850
SBER;60;240328;150000;298.2;298.8;297.91;297.92;1511920
SBER;60;240328;160000;297.94;298.99;297.91;298.75;2165590
SBER;60;240328;170000;298.75;298.98;298.4;298.58;1583260
SBER;60;240328;180000;298.58;298.79;298.21;298.69;1495980
SBER;60;240328;190000;298.69;299.2;298.67;298.95;1023130
SBER;60;240328;200000;298.96;299.22;298.86;298.99;813510
SBER;60;240328;210000;299;299.05;298.7;298.7;402740
SBER;60;240328;220000;298.7;299.02;298.59;298.92;430170
SBER;60;240328;230000;298.91;299;298.86;299;419390
SBER;60;240329;100000;299.37;299.5;298;298.56;4517880
SBER;60;240329;110000;298.56;298.75;298.37;298.66;1078670
SBER;60;240329;120000;298.66;298.95;298.42;298.7;1231980
SBER;60;240329;130000;298.7;299.15;298.68;298.99;1729660
SBER;60;240329;140000;298.99;299;298.25;298.45;1966390
SBER;60;240329;150000;298.45;298.5;298.14;298.38;1383920
SBER;60;240329;160000;298.38;299;298.38;298.7;1246660
SBER;60;240329;170000;298.7;298.96;298.63;298.96;914270
SBER;60;240329;180000;298.95;298.97;298.4;298.9;1074440
SBER;60;240329;190000;298.89;299.17;298.51;298.87;622470
SBER;60;240329;200000;298.87;298.9;298.68;298.8;369980
SBER;60;240329;210000;298.81;298.95;298.75;298.88;485160
SBER;60;240329;220000;298.87;298.91;298.8;298.88;368950
SBER;60;240329;230000;298.88;298.94;298.66;298.72;653760
SBER;60;240401;100000;299.99;301.44;299.5;300.84;10379440
SBER;60;240401;110000;300.84;301.1;300.6;300.86;1955510
SBER;60;240401;120000;300.86;301.65;300.81;301.14;3089900
SBER;60;240401;130000;301.13;301.13;300.08;300.12;2598540
SBER;60;240401;140000;300.12;300.38;300;300.05;1949730
SBER;60;240401;150000;300.05;300.59;300;300.55;1276790
SBER;60;240401;160000;300.55;300.55;299.7;300.37;1606000
SBER;60;240401;170000;300.38;300.39;299.53;300.17;1940400
SBER;60;240401;180000;300.17;300.23;299.55;299.76;1202910
SBER;60;240401;190000;299.62;300.1;299.59;300.02;633870
SBER;60;240401;200000;300.02;300.32;300;300.23;545780
SBER;60;240401;210000;300.23;300.24;299.99;300.06;221020
SBER;60;240401;220000;300.04;300.29;299.99;300.26;430870
SBER;60;240401;230000;300.26;300.5;300.02;300.43;547530
SBER;60;240402;100000;300.42;300.6;299.17;299.73;4988920
SBER;60;240402;110000;299.7;299.9;298.95;299.46;2219590
SBER;60;240402;120000;299.44;299.84;299.25;299.8;980910
SBER;60;240402;130000;299.8;299.9;299.3;299.9;1485610
SBER;60;240402;140000;299.9;300.51;299.78;300.42;1886500
SBER;60;240402;150000;300.43;300.66;300.4;300.66;1079350
SBER;60;240402;160000;300.66;300.99;300.55;300.62;1991100
SBER;60;240402;170000;300.63;300.98;300.6;300.71;1482020
SBER;60;240402;180000;300.71;300.9;300.55;300.55;891940
SBER;60;240402;190000;300.9;300.9;299.8;300.19;1563690
SBER;60;240402;200000;300.16;300.26;299.8;300.15;518620
SBER;60;240402;210000;300.14;300.38;300.03;300.37;256010
SBER;60;240402;220000;300.36;300.42;300.24;300.35;291550
SBER;60;240402;230000;300.35;300.42;300.2;300.38;264980
SBER;60;240403;100000;300.39;301.94;300.17;301.84;4211290
SBER;60;240403;110000;301.83;302.7;301.6;302.17;5462310
SBER;60;240403;120000;302.17;302.6;302.16;302.39;1992270
SBER;60;240403;130000;302.39;302.44;302.26;302.44;1147650
SBER;60;240403;140000;302.44;303.13;302.42;302.6;4039990
SBER;60;240403;150000;302.6;302.76;302.01;302.7;2635160
SBER;60;240403;160000;302.7;305;302.62;304.98;9403070
SBER;60;240403;170000;304.95;307.13;304.8;306.83;18645100
SBER;60;240403;180000;306.84;306.89;306.01;306.2;4319620
SBER;60;240403;190000;306.2;306.69;305.78;306.31;2014290
SBER;60;240403;200000;306.3;306.4;306.03;306.36;945910
SBER;60;240403;210000;306.36;306.8;306.29;306.65;1526340
SBER;60;240403;220000;306.65;306.84;306.51;306.83;830670
SBER;60;240403;230000;306.84;307;306.62;306.72;1036720
SBER;60;240404;100000;306.8;307.77;305.01;305.62;10471750
SBER;60;240404;110000;305.63;306.32;305.5;306.12;2894920
SBER;60;240404;120000;306.12;306.21;305.41;305.88;2257720
SBER;60;240404;130000;305.87;306.05;305.35;305.37;1589030
SBER;60;240404;140000;305.36;305.49;304.55;305.01;2605100
SBER;60;240404;150000;305;305.29;304.8;304.89;1467420
SBER;60;240404;160000;304.9;305.08;304.55;304.64;1163780
SBER;60;240404;170000;304.64;305.49;304.59;305.35;1342860
SBER;60;240404;180000;305.37;305.94;305.06;305.94;1307190
SBER;60;240404;190000;305.88;305.88;305.5;305.55;748570
SBER;60;240404;200000;305.53;305.6;305.33;305.42;333260
SBER;60;240404;210000;305.42;305.5;305.03;305.03;683590
SBER;60;240404;220000;305.03;305.28;304.36;304.57;1623810
SBER;60;240404;230000;304.56;304.77;304.51;304.61;557010
SBER;60;240405;100000;304.65;305.71;303.7;305.06;4220600
SBER;60;240405;110000;305.01;306.5;304.73;306.19;2987170
SBER;60;240405;120000;306.2;306.31;305.55;305.68;2279890
SBER;60;240405;130000;305.69;306.1;305.5;305.64;1408070
SBER;60;240405;140000;305.65;306;305.4;305.9;1173400
SBER;60;240405;150000;305.93;306.06;305.4;306.06;968120
SBER;60;240405;160000;306.06;306.06;305.66;305.67;829040
SBER;60;240405;170000;305.67;306.18;305.66;306;1787000
SBER;60;240405;180000;305.99;306.1;305.7;305.7;963320
SBER;60;240405;190000;305.7;306.1;305.7;306.1;452090
SBER;60;240405;200000;306.09;306.32;306;306.31;541170
SBER;60;240405;210000;306.31;306.31;305.99;306.07;744690
SBER;60;240405;220000;306.07;306.12;305.94;305.98;407170
SBER;60;240405;230000;305.99;306.1;305.98;306.1;553340
SBER;60;240408;100000;306.5;308.6;306.22;307.79;9244620
SBER;60;240408;110000;307.78;307.79;307.01;307.31;3173850
SBER;60;240408;120000;307.31;308;307;307.81;2337870
SBER;60;240408;130000;307.81;307.81;307.15;307.18;1223750
SBER;60;240408;140000;307.23;307.28;306.55;306.57;1671820
SBER;60;240408;150000;306.56;307.14;306.33;307.01;2437280
SBER;60;240408;160000;307;307.4;306.93;307.35;675330
SBER;60;240408;170000;307.36;307.45;307.06;307.3;693600
SBER;60;240408;180000;307.29;307.38;306.9;306.92;1083390
SBER;60;240408;190000;307.29;307.29;306.94;307.26;449740
SBER;60;240408;200000;307.26;307.3;307.07;307.2;453560
SBER;60;240408;210000;307.21;307.65;307.21;307.49;462240
SBER;60;240408;220000;307.49;307.85;307.36;307.85;535910
SBER;60;240408;230000;307.85;307.9;307.57;307.75;373900
SBER;60;240409;100000;308.1;309.35;307.66;308.83;8046350
SBER;60;240409;110000;308.83;309.08;308.27;308.55;2812760
SBER;60;240409;120000;308.55;308.55;307.7;308.35;3078270
SBER;60;240409;130000;308.36;308.67;308.05;308.2;1331010
SBER;60;240409;140000;308.2;308.29;307.02;307.04;2871380
SBER;60;240409;150000;307.04;307.27;305.51;306.69;6535110
SBER;60;240409;160000;306.64;307.31;306.4;307.12;1807380
SBER;60;240409;170000;307.11;307.45;306.55;307.1;1286940
SBER;60;240409;180000;307.1;307.46;306.52;307.03;2070160
SBER;60;240409;190000;307.03;307.12;306.5;306.73;641500
SBER;60;240409;200000;306.72;306.88;306.52;306.8;367680
SBER;60;240409;210000;306.8;307.24;306.79;307.01;313590
SBER;60;240409;220000;307;307.09;306.9;307.09;235300
SBER;60;240409;230000;307.09;307.09;306.52;306.76;563170
SBER;60;240410;100000;306.76;307.14;304.62;305.24;6297230
SBER;60;240410;110000;305.22;305.8;305.22;305.49;1434380
SBER;60;240410;120000;305.49;306.29;305.48;305.98;1548610
SBER;60;240410;130000;305.98;306.96;305.98;306.81;1814680
SBER;60;240410;140000;306.81;307.1;306.61;306.81;1837400
SBER;60;240410;150000;306.8;307.04;306.5;306.61;1466080
SBER;60;240410;160000;306.61;306.8;306.42;306.69;960550
SBER;60;240410;170000;306.69;306.96;305.66;306.54;2171790
SBER;60;240410;180000;306.51;306.89;306.42;306.89;921710
SBER;60;240410;190000;306.89;306.89;306.21;306.59;549300
SBER;60;240410;200000;306.59;306.76;306.55;306.59;529660
SBER;60;240410;210000;306.59;306.69;306.46;306.57;453490
SBER;60;240410;220000;306.57;306.63;306.34;306.59;383350
SBER;60;240410;230000;306.58;306.6;306.37;306.48;249830
SBER;60;240411;100000;306.64;307.81;306;306.85;4510230
SBER;60;240411;110000;306.84;306.84;306.05;306.2;1689640
SBER;60;240411;120000;306.19;306.28;305.89;306.03;1513590
SBER;60;240411;130000;306.03;306.78;305.95;306.17;1920440
SBER;60;240411;140000;306.22;306.36;305.7;305.75;1224760
SBER;60;240411;150000;305.75;306.54;305.7;306.54;1394070
SBER;60;240411;160000;306.55;307.34;306.39;307.05;1901490
SBER;60;240411;170000;307.06;308;307.04;307.72;3099830
SBER;60;240411;180000;307.71;307.95;306.81;307.33;1810520
SBER;60;240411;190000;307.32;307.32;306.8;307.05;449440
SBER;60;240411;200000;307.05;307.19;306.92;307.13;159660
SBER;60;240411;210000;307.14;307.15;306.64;306.9;404780
SBER;60;240411;220000;306.9;307.13;306.84;306.84;195880
SBER;60;240411;230000;306.84;306.96;306.75;306.95;237430
SBER;60;240412;100000;307.41;307.87;306.52;306.94;2224000
SBER;60;240412;110000;306.94;307.21;306.3;306.53;1602770
SBER;60;240412;120000;306.53;307.35;306.45;306.74;1450380
SBER;60;240412;130000;306.74;307.1;306.55;307.05;935380
SBER;60;240412;140000;307.07;307.32;306.73;307.12;879050
SBER;60;240412;150000;307.12;307.19;306.66;306.8;1089560
SBER;60;240412;160000;306.8;307.2;306.78;307.2;1729350
SBER;60;240412;170000;307.2;307.85;307.16;307.29;2000350
SBER;60;240412;180000;307.29;307.35;306.71;306.8;1402080
SBER;60;240412;190000;306.8;307.1;306.77;307.02;488110
SBER;60;240412;200000;307.02;307.06;306.8;307.03;524110
SBER;60;240412;210000;307.04;307.1;306.89;307.01;635910
SBER;60;240412;220000;307.06;307.07;306.95;306.99;616810
SBER;60;240412;230000;307;307.2;306.99;307.1;423350
SBER;60;240415;100000;307.4;308.39;307.2;307.71;4465570
SBER;60;240415;110000;307.72;308.09;307.62;307.99;1538770
SBER;60;240415;120000;307.98;308.15;307.9;307.99;1336860
SBER;60;240415;130000;308;308;307.6;307.63;1194190
SBER;60;240415;140000;307.63;307.7;307;307.12;2119920
SBER;60;240415;150000;307.08;307.34;306.64;307.29;3240230
SBER;60;240415;160000;307.29;307.59;307;307.12;1159760
SBER;60;240415;170000;307.12;307.5;306.94;307.5;1832290
SBER;60;240415;180000;307.49;308;307.48;308;1606370
SBER;60;240415;190000;307.95;307.95;307.52;307.84;376620
SBER;60;240415;200000;307.85;308;307.32;307.73;794680
SBER;60;240415;210000;307.72;308.05;307.71;307.98;561090
SBER;60;240415;220000;307.98;308;307.78;307.78;271320
SBER;60;240415;230000;307.78;307.99;307.77;307.99;213940
SBER;60;240416;100000;308;308.65;307.54;307.85;3657020
SBER;60;240416;110000;307.86;307.99;307;307.37;2510990
SBER;60;240416;120000;307.4;307.68;307;307.59;1137590
SBER;60;240416;130000;307.6;307.62;307.25;307.45;823160
SBER;60;240416;140000;307.46;307.6;307;307.2;1698700
SBER;60;240416;150000;307.22;307.75;307.15;307.2;1057410
SBER;60;240416;160000;307.2;308.09;307.15;308.09;1460410
SBER;60;240416;170000;308.09;308.41;307.93;308.15;1867270
SBER;60;240416;180000;308.1;308.38;307.97;307.97;995250
SBER;60;240416;190000;308.07;308.3;307.75;307.92;477250
SBER;60;240416;200000;307.92;308.3;307.91;308.14;611050
SBER;60;240416;210000;308.2;308.2;308.03;308.14;206470
SBER;60;240416;220000;308.14;308.26;308.06;308.19;340350
SBER;60;240416;230000;308.19;308.3;308.15;308.29;187790
